AEIN,"AINE
EINA",4,1,0.003014,2
AENO,"AEON
EOAN",4,2,0.002722,2
AEOR,AERO,4,3,0.002722,1
AEOT,TOEA,4,4,0.002722,1
EINO,ONIE,4,5,0.002722,1
ADEI,"AIDE
IDEA",4,6,0.0022,2
AEIL,ILEA,4,7,0.0022,1
AENR,"EARN
NARE
NEAR
REAN",4,8,0.002139,4
AENT,"ANTE
ETNA
NEAT
TANE",4,9,0.002139,4
AERT,"ARET
RATE
TARE
TEAR",4,10,0.002139,4
EINR,"REIN
RINE",4,11,0.002139,2
EINT,"NITE
TEIN
TINE",4,12,0.002139,3
EIRT,"RITE
TIER
TIRE
TRIE",4,13,0.002139,4
AINO,NAOI,4,14,0.002108,1
AIOT,IOTA,4,15,0.002108,1
ADEO,ODEA,4,16,0.001985,1
AELO,"ALOE
OLEA",4,17,0.001985,2
EIOU,EUOI,4,18,0.001985,1
ENOR,"ONER
RENO
RONE",4,19,0.001931,3
ENOT,"NOTE
TONE",4,20,0.001931,2
EORT,"ROTE
TORE",4,21,0.001931,2
EEIN,EINE,4,22,0.001821,1
AINR,"AIRN
RAIN
RANI",4,23,0.001655,3
AINT,"ANTI
TAIN
TIAN
TINA",4,24,0.001655,4
AIRT,"AIRT
ARTI
RAIT
TIAR",4,25,0.001655,4
ADEN,DEAN,4,26,0.001556,1
ADER,"ARED
DARE
DEAR
EARD
RADE
READ",4,27,0.001556,6
ADET,"DATE
TAED
TEAD",4,28,0.001556,3
AELN,"ELAN
LANE
LEAN
NEAL",4,29,0.001556,4
AELR,"ARLE
EARL
LAER
LARE
LEAR
RALE
REAL",4,30,0.001556,7
AELT,"LATE
LEAT
TAEL
TALE
TEAL
TELA",4,31,0.001556,6
AENS,"ANES
EANS
NAES
SANE
SEAN
SENA",4,32,0.001556,6
AENU,AUNE,4,33,0.001556,1
AERS,"ARES
ARSE
EARS
ERAS
RASE
SEAR
SERA",4,34,0.001556,7
AERU,UREA,4,35,0.001556,1
AEST,"ATES
EAST
EATS
ETAS
SATE
SEAT
SETA
TAES
TASE
TEAS",4,36,0.001556,10
DEIN,"DENI
DINE
NIDE
NIED",4,37,0.001556,4
DEIR,"DIRE
IRED
RIDE",4,38,0.001556,3
DEIT,"DIET
DITE
EDIT
TIDE
TIED",4,39,0.001556,5
EILN,"LIEN
LINE",4,40,0.001556,2
EILR,"LEIR
LIER
LIRE
RIEL
RILE",4,41,0.001556,5
EILT,"LITE
TEIL
TILE",4,42,0.001556,3
EINS,"NIES
SIEN
SINE",4,43,0.001556,3
EIRS,"IRES
REIS
RISE
SEIR
SIRE",4,44,0.001556,5
EIRU,IURE,4,45,0.001556,1
EIST,"SITE
STIE
TIES",4,46,0.001556,3
EITU,ETUI,4,47,0.001556,1
ENRT,"RENT
TERN",4,48,0.001515,2
ANOR,ROAN,4,49,0.001493,1
ANOT,NOTA,4,50,0.001493,1
AORT,"RATO
ROTA
TARO
TORA",4,51,0.001493,4
INOR,"INRO
IRON
NOIR
NORI
ROIN",4,52,0.001493,5
INOT,"INTO
OINT",4,53,0.001493,2
IORT,"RIOT
ROTI
TIRO
TORI
TRIO",4,54,0.001493,5
DENO,"DOEN
DONE
NODE",4,55,0.001404,3
DEOR,"DERO
DOER
DORE
REDO
RODE
ROED",4,56,0.001404,6
DEOT,"DOTE
TOED",4,57,0.001404,2
ELNO,"ENOL
LENO
LONE
NOEL
NOLE",4,58,0.001404,5
ELOR,"EORL
LORE
ORLE
ROLE",4,59,0.001404,4
ELOT,"LOTE
TOLE",4,60,0.001404,2
ENOS,"EONS
NOES
NOSE
ONES
SONE",4,61,0.001404,5
EORS,"EROS
ORES
REOS
ROES
ROSE
SORE",4,62,0.001404,6
EORU,"EURO
ROUE",4,63,0.001404,2
EOST,"TOES
TOSE",4,64,0.001404,2
AAER,AREA,4,65,0.001391,1
AEIM,AMIE,4,66,0.001386,1
AEIV,VIAE,4,67,0.001386,1
AEEL,"ALEE
EALE",4,68,0.00133,2
AEES,EASE,4,69,0.00133,1
DEEI,"EIDE
IDEE",4,70,0.00133,2
EENR,"ERNE
REEN",4,71,0.001293,2
EENT,"ETEN
NETE
TEEN
TENE",4,72,0.001293,4
EERT,"RETE
TEER
TREE",4,73,0.001293,3
AEGN,"AGEN
GAEN
GANE
GEAN
GENA",4,74,0.001265,5
AEGR,"AGER
AREG
GARE
GEAR
RAGE",4,75,0.001265,5
AEGT,"GATE
GEAT
GETA",4,76,0.001265,3
EGIN,GIEN,4,77,0.001265,1
EGIT,"GEIT
GITE
TIGE",4,78,0.001265,3
EIOW,OWIE,4,79,0.001248,1
AGIO,AGIO,4,80,0.001248,1
ADIR,"ARID
DARI
RAID
RIAD",4,81,0.001202,4
ADIT,"ADIT
DITA",4,82,0.001202,2
AILN,"ANIL
LAIN
NAIL",4,83,0.001202,3
AILR,"ARIL
LAIR
LARI
LIAR
LIRA
RAIL
RIAL",4,84,0.001202,7
AILT,"ALIT
LATI
TAIL
TALI",4,85,0.001202,4
AINS,"AINS
ANIS
ISNA
SAIN",4,86,0.001202,4
AINU,UNAI,4,87,0.001202,1
AIRS,"AIRS
ARIS
RAIS
RIAS
SAIR
SARI",4,88,0.001202,6
AIST,"AITS
ITAS
SATI
TAIS",4,89,0.001202,4
AITU,AITU,4,90,0.001202,1
ANRT,"RANT
TARN",4,91,0.001171,2
INRT,TRIN,4,92,0.001171,1
EGNO,GONE,4,93,0.00114,1
EGOR,"ERGO
GOER
GORE
OGRE
REGO",4,94,0.00114,5
EGOT,TOGE,4,95,0.00114,1
ADEL,"DALE
DEAL
LADE
LEAD",4,96,0.001127,4
ADES,"DAES
SADE",4,97,0.001127,2
AELS,"ALES
LASE
LEAS
SALE
SEAL
SLAE",4,98,0.001127,6
AESU,EAUS,4,99,0.001127,1
DEIL,"DEIL
DELI
DIEL
EILD
IDLE
LIED",4,100,0.001127,6
DEIS,"DESI
DIES
IDES
SIDE",4,101,0.001127,4
EILS,"ISLE
LEIS
LIES
SEIL
SILE",4,102,0.001127,5
EILU,LIEU,4,103,0.001127,1
DENR,"DERN
NERD
REND",4,104,0.001099,3
DENT,"DENT
TEND",4,105,0.001099,2
ELNT,LENT,4,106,0.001099,1
ENRS,"ERNS
RENS",4,107,0.001099,2
ENRU,RUNE,4,108,0.001099,1
