EEN,NEE,3,1,0.007644,1
EER,"ERE
REE",3,2,0.007644,2
EET,TEE,3,3,0.007644,1
AEN,"ANE
NAE",3,4,0.007236,2
AER,"ARE
EAR
ERA",3,5,0.007236,3
AET,"ATE
EAT
ETA
TAE
TEA",3,6,0.007236,5
EIR,"IRE
REI",3,7,0.007236,2
EIT,TIE,3,8,0.007236,1
ENO,"EON
ONE",3,9,0.006555,2
EOR,"ORE
ROE",3,10,0.006555,2
EOT,TOE,3,11,0.006555,1
DEE,DEE,3,12,0.00569,1
EEL,"EEL
LEE",3,13,0.00569,2
EES,SEE,3,14,0.00569,1
AIN,"AIN
ANI",3,15,0.00564,2
AIR,"AIR
RAI
RIA",3,16,0.00564,3
AIT,AIT,3,17,0.00564,1
AEL,"ALE
LEA",3,18,0.005356,2
AES,"SAE
SEA",3,19,0.005356,2
AEU,EAU,3,20,0.005356,1
DEI,DIE,3,21,0.005356,1
EIL,"LEI
LIE",3,22,0.005356,2
EIS,SEI,3,23,0.005356,1
ENR,ERN,3,24,0.005195,1
ENT,"NET
TEN",3,25,0.005195,2
ERT,RET,3,26,0.005195,1
AOR,"OAR
ORA",3,27,0.005108,2
AOT,"OAT
TAO",3,28,0.005108,2
INO,ION,3,29,0.005108,1
DEO,"DOE
ODE",3,30,0.004848,2
ELO,OLE,3,31,0.004848,1
EOS,"OES
OSE",3,32,0.004848,2
EEG,GEE,3,33,0.004712,1
AAN,ANA,3,34,0.004416,1
AEG,"AGE
GAE",3,35,0.004416,2
EGI,GIE,3,36,0.004416,1
ADI,AID,3,37,0.004168,1
AIL,AIL,3,38,0.004168,1
AIS,AIS,3,39,0.004168,1
ANR,RAN,3,40,0.004045,1
ANT,"ANT
TAN",3,41,0.004045,2
ART,"ART
RAT
TAR",3,42,0.004045,3
INR,RIN,3,43,0.004045,1
INT,"NIT
TIN",3,44,0.004045,2
EGO,EGO,3,45,0.003995,1
DEN,"DEN
END",3,46,0.003834,2
DER,RED,3,47,0.003834,1
DET,TED,3,48,0.003834,1
ELT,"LET
TEL",3,49,0.003834,2
ENS,"ENS
SEN",3,50,0.003834,2
ERS,"ERS
RES
SER",3,51,0.003834,3
ERU,RUE,3,52,0.003834,1
EST,"EST
SET
TES",3,53,0.003834,3
ETU,UTE,3,54,0.003834,1
ADO,"ADO
ODA",3,55,0.003772,2
ILO,OIL,3,56,0.003772,1
BEE,BEE,3,57,0.003735,1
CEE,CEE,3,58,0.003735,1
EEF,FEE,3,59,0.003735,1
EEM,EME,3,60,0.003735,1
EEP,PEE,3,61,0.003735,1
EEV,"EVE
VEE",3,62,0.003735,2
EEW,"EEW
EWE
WEE",3,63,0.003735,3
EEY,EYE,3,64,0.003735,1
ERR,ERR,3,65,0.003711,1
ETT,TET,3,66,0.003711,1
NOR,NOR,3,67,0.003661,1
NOT,"NOT
TON",3,68,0.003661,2
ORT,"ORT
ROT
TOR",3,69,0.003661,3
NOO,"NOO
ONO",3,70,0.003537,2
OOR,ROO,3,71,0.003537,1
OOT,"OOT
TOO",3,72,0.003537,2
ACE,ACE,3,73,0.003476,1
AEH,HAE,3,74,0.003476,1
AEM,MAE,3,75,0.003476,1
AEP,"APE
PEA",3,76,0.003476,2
AEV,AVE,3,77,0.003476,1
AEW,"AWE
WAE",3,78,0.003476,2
AEY,"AYE
YEA",3,79,0.003476,2
CEI,ICE,3,80,0.003476,1
EFI,FIE,3,81,0.003476,1
EHI,HIE,3,82,0.003476,1
EIP,PIE,3,83,0.003476,1
EIV,VIE,3,84,0.003476,1
AAL,"AAL
ALA",3,85,0.003278,2
AAS,AAS,3,86,0.003278,1
EGN,"ENG
GEN
NEG",3,87,0.003154,3
EGR,"ERG
REG",3,88,0.003154,2
EGT,"GET
TEG",3,89,0.003154,2
BEO,OBE,3,90,0.003142,1
CEO,ECO,3,91,0.003142,1
EFO,FOE,3,92,0.003142,1
EHO,HOE,3,93,0.003142,1
EMO,EMO,3,94,0.003142,1
EOP,OPE,3,95,0.003142,1
EOV,VOE,3,96,0.003142,1
EOW,"OWE
WOE",3,97,0.003142,2
AGO,"AGO
GOA",3,98,0.003105,2
ADN,"AND
DAN",3,99,0.002981,2
ADR,RAD,3,100,0.002981,1
ADT,TAD,3,101,0.002981,1
ALR,LAR,3,102,0.002981,1
ALT,"ALT
LAT",3,103,0.002981,2
ANS,SAN,3,104,0.002981,1
ARS,"ARS
RAS",3,105,0.002981,2
AST,"SAT
TAS",3,106,0.002981,2
ATU,"TAU
UTA",3,107,0.002981,2
DIN,DIN,3,108,0.002981,1
DIR,RID,3,109,0.002981,1
DIT,DIT,3,110,0.002981,1
ILN,"LIN
NIL",3,111,0.002981,2
ILT,"LIT
TIL",3,112,0.002981,2
INS,"INS
SIN",3,113,0.002981,2
INU,UNI,3,114,0.002981,1
IRS,"SIR
SRI",3,115,0.002981,2
IST,"ITS
SIT
TIS",3,116,0.002981,3
ITU,TUI,3,117,0.002981,1
ANN,NAN,3,118,0.002894,1
ATT,"ATT
TAT",3,119,0.002894,2
INN,INN,3,120,0.002894,1
ITT,TIT,3,121,0.002894,1
DEL,"DEL
ELD
LED",3,122,0.00282,3
DES,EDS,3,123,0.00282,1
DEU,DUE,3,124,0.00282,1
ELS,"ELS
LES
SEL",3,125,0.00282,3
ELU,LEU,3,126,0.00282,1
ESU,"SUE
USE",3,127,0.00282,2
EEJ,JEE,3,128,0.002758,1
EEK,"EEK
EKE",3,129,0.002758,2
EEZ,ZEE,3,130,0.002758,1
AAG,AGA,3,131,0.002709,1
AHI,AHI,3,132,0.002696,1
AIM,"AIM
AMI",3,133,0.002696,2
AIP,PIA,3,134,0.002696,1
AIV,VIA,3,135,0.002696,1
DNO,"DON
NOD",3,136,0.002696,2
DOR,"DOR
ROD",3,137,0.002696,2
